# feature,class,assembly,assembly_unit,seq_type,chromosome,genomic_accession,start,end,strand,product_accession,non-redundant_refseq,related_accession,name,symbol,GeneID,locus_tag,feature_interval_length,product_length,attributes
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,88434,88619,+,,,,,,,SL1344_RS00380,186,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,88434,88619,+,WP_000264222.1,WP_000264222.1,,hypothetical protein,,,SL1344_RS00380,186,61,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,88687,89457,+,,,,,,,SL1344_RS00385,771,,old_locus_tag=SL1344_0076
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,88687,89457,+,WP_000692185.1,WP_000692185.1,,protein FixA,,,SL1344_RS00385,771,256,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,89473,90414,+,,,,,,,SL1344_RS00390,942,,old_locus_tag=SL1344_0077
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,89473,90414,+,WP_001032189.1,WP_001032189.1,,protein FixB,,,SL1344_RS00390,942,313,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,90464,91750,+,,,,,,,SL1344_RS00395,1287,,old_locus_tag=SL1344_0078
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,90464,91750,+,WP_001287777.1,WP_001287777.1,,FAD-dependent oxidoreductase,,,SL1344_RS00395,1287,428,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,91747,92034,+,,,,,,,SL1344_RS00400,288,,old_locus_tag=SL1344_0079
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,91747,92034,+,WP_000203736.1,WP_000203736.1,,ferredoxin-like protein FixX,,,SL1344_RS00400,288,95,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,92181,93521,+,,,,,,,SL1344_RS00405,1341,,old_locus_tag=SL1344_0080
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,92181,93521,+,WP_001737995.1,WP_001737995.1,,MFS transporter,,,SL1344_RS00405,1341,446,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,93610,93840,+,,,,,,,SL1344_RS00410,231,,old_locus_tag=SL1344_0081
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,93610,93840,+,WP_001172089.1,WP_001172089.1,,YgdI/YgdR family lipoprotein,,,SL1344_RS00410,231,76,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,94134,94550,+,,,,,,,SL1344_RS00415,417,,old_locus_tag=SL1344_0082
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,94134,94550,+,WP_000802644.1,WP_000802644.1,,hypothetical protein,,,SL1344_RS00415,417,138,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,94774,95064,-,,,,,,,SL1344_RS00420,291,,old_locus_tag=SL1344_0083
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,94774,95064,-,WP_000745961.1,WP_000745961.1,,DUF1471 domain-containing protein,,,SL1344_RS00420,291,96,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,95274,95468,+,,,,,,,SL1344_RS00425,195,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,95274,95468,+,WP_014343787.1,WP_014343787.1,,hypothetical protein,,,SL1344_RS00425,195,64,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,95962,97851,+,,,,,,,SL1344_RS00430,1890,,old_locus_tag=SL1344_0084
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,95962,97851,+,WP_000066317.1,WP_000066317.1,,sulfatase,,,SL1344_RS00430,1890,629,
gene,pseudogene,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,98056,98136,-,,,,,,,SL1344_RS26485,81,,partial;pseudo;old_locus_tag=SL1344_0085
CDS,without_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,98056,98136,-,,,,carnitinyl-CoA dehydratase,,,SL1344_RS26485,81,,partial;pseudo
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,98258,98788,+,,,,,,,SL1344_RS00435,531,,old_locus_tag=SL1344_0086
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,98258,98788,+,WP_000600709.1,WP_000600709.1,,glutathione-regulated potassium-efflux system ancillary protein KefF,,,SL1344_RS00435,531,176,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,98781,100643,+,,,,,,,SL1344_RS00440,1863,,old_locus_tag=SL1344_0087
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,98781,100643,+,WP_000377155.1,WP_000377155.1,,glutathione-regulated potassium-efflux system protein KefC,,,SL1344_RS00440,1863,620,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,100728,100838,+,,,,,,,SL1344_RS26930,111,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,100728,100838,+,WP_024131075.1,WP_024131075.1,,hypothetical protein,,,SL1344_RS26930,111,36,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,100842,101321,+,,,,,,,SL1344_RS00445,480,,old_locus_tag=SL1344_0088
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,100842,101321,+,WP_000624381.1,WP_000624381.1,,type 3 dihydrofolate reductase,,,SL1344_RS00445,480,159,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,101427,102275,-,,,,,apaH,,SL1344_RS00450,849,,old_locus_tag=SL1344_0089
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,101427,102275,-,WP_000257211.1,WP_000257211.1,,bis(5'-nucleosyl)-tetraphosphatase (symmetrical),apaH,,SL1344_RS00450,849,282,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,102286,102663,-,,,,,,,SL1344_RS00455,378,,old_locus_tag=SL1344_0090
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,102286,102663,-,WP_000610894.1,WP_000610894.1,,Co2+/Mg2+ efflux protein ApaG,,,SL1344_RS00455,378,125,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,102666,103487,-,,,,,ksgA,,SL1344_RS00460,822,,old_locus_tag=SL1344_0091
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,102666,103487,-,WP_001065397.1,WP_001065397.1,,ribosomal RNA small subunit methyltransferase A,ksgA,,SL1344_RS00460,822,273,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,103484,104473,-,,,,,pdxA,,SL1344_RS00465,990,,old_locus_tag=SL1344_0092
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,103484,104473,-,WP_000093011.1,WP_000093011.1,,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,pdxA,,SL1344_RS00465,990,329,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,104473,105759,-,,,,,,,SL1344_RS00470,1287,,old_locus_tag=SL1344_0093
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,104473,105759,-,WP_000800482.1,WP_000800482.1,,chaperone SurA,,,SL1344_RS00470,1287,428,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,105813,108173,-,,,,,,,SL1344_RS00475,2361,,old_locus_tag=SL1344_0094
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,105813,108173,-,WP_000746126.1,WP_000746126.1,,LPS assembly protein LptD,,,SL1344_RS00475,2361,786,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,108427,109239,+,,,,,,,SL1344_RS00480,813,,old_locus_tag=SL1344_0095
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,108427,109239,+,WP_001200595.1,WP_001200595.1,,molecular chaperone DjlA,,,SL1344_RS00480,813,270,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,109334,109993,-,,,,,,,SL1344_RS00485,660,,old_locus_tag=SL1344_0096
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,109334,109993,-,WP_000525196.1,WP_000525196.1,,bifunctional tRNA pseudouridine(32) synthase/ribosomal large subunit pseudouridine synthase RluA,,,SL1344_RS00485,660,219,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,110005,112911,-,,,,,,,SL1344_RS00490,2907,,old_locus_tag=SL1344_0097
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,110005,112911,-,WP_001116976.1,WP_001116976.1,,RNA polymerase-associated protein RapA,,,SL1344_RS00490,2907,968,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,113085,115436,-,,,,,,,SL1344_RS00495,2352,,old_locus_tag=SL1344_0098
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,113085,115436,-,WP_000035723.1,WP_000035723.1,,DNA polymerase II,,,SL1344_RS00495,2352,783,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,115480,116100,-,,,,,,,SL1344_RS00500,621,,old_locus_tag=SL1344_0099
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,115480,116100,-,WP_000877512.1,WP_000877512.1,,YdcF family protein,,,SL1344_RS00500,621,206,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,116302,116604,+,,,,,,,SL1344_RS24895,303,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,116302,116604,+,WP_014343788.1,WP_014343788.1,,hypothetical protein,,,SL1344_RS24895,303,100,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,116819,117238,+,,,,,,,SL1344_RS00505,420,,old_locus_tag=SL1344_0100
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,116819,117238,+,WP_001103147.1,WP_001103147.1,,DUF4751 domain-containing protein,,,SL1344_RS00505,420,139,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,117244,117939,-,,,,,araD,,SL1344_RS00510,696,,old_locus_tag=SL1344_0101
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,117244,117939,-,WP_000888683.1,WP_000888683.1,,L-ribulose-5-phosphate 4-epimerase,araD,,SL1344_RS00510,696,231,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,118080,119582,-,,,,,,,SL1344_RS00515,1503,,old_locus_tag=SL1344_0102
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,118080,119582,-,WP_000151691.1,WP_000151691.1,,L-arabinose isomerase,,,SL1344_RS00515,1503,500,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,119593,121302,-,,,,,araB,,SL1344_RS00520,1710,,old_locus_tag=SL1344_0103
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,119593,121302,-,WP_000951812.1,WP_000951812.1,,ribulokinase,araB,,SL1344_RS00520,1710,569,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,121643,122488,+,,,,,,,SL1344_RS00525,846,,old_locus_tag=SL1344_0104
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,121643,122488,+,WP_000852387.1,WP_000852387.1,,arabinose operon regulatory protein,,,SL1344_RS00525,846,281,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,122607,123374,+,,,,,,,SL1344_RS00530,768,,old_locus_tag=SL1344_0105
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,122607,123374,+,WP_001148368.1,WP_001148368.1,,DedA family protein,,,SL1344_RS00530,768,255,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,123413,124120,-,,,,,thiQ,,SL1344_RS00535,708,,old_locus_tag=SL1344_0106
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,123413,124120,-,WP_000915965.1,WP_000915965.1,,thiamine import ATP-binding protein ThiQ,thiQ,,SL1344_RS00535,708,235,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,124104,125714,-,,,,,thiP,,SL1344_RS00540,1611,,old_locus_tag=SL1344_0107
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,124104,125714,-,WP_000235634.1,WP_000235634.1,,thiamine/thiamine pyrophosphate ABC transporter permease ThiP,thiP,,SL1344_RS00540,1611,536,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,125690,126673,-,,,,,,,SL1344_RS00545,984,,old_locus_tag=SL1344_0108
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,125690,126673,-,WP_000915326.1,WP_000915326.1,,thiamine ABC transporter substrate binding subunit,,,SL1344_RS00545,984,327,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,126851,128509,-,,,,,,,SL1344_RS00550,1659,,old_locus_tag=SL1344_0109
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,126851,128509,-,WP_001139040.1,WP_001139040.1,,transcriptional regulator SgrR,,,SL1344_RS00550,1659,552,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,128602,128724,+,,,,,,,SL1344_RS00555,123,,old_locus_tag=SL1344_0109A
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,128602,128724,+,WP_001248755.1,WP_001248755.1,,glucose uptake inhibitor SgrT,,,SL1344_RS00555,123,40,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,129060,129665,-,,,,,leuD,,SL1344_RS00560,606,,old_locus_tag=SL1344_0110
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,129060,129665,-,WP_000818267.1,WP_000818267.1,,3-isopropylmalate dehydratase small subunit,leuD,,SL1344_RS00560,606,201,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,129676,131076,-,,,,,leuC,,SL1344_RS00565,1401,,old_locus_tag=SL1344_0111
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,129676,131076,-,WP_001140629.1,WP_001140629.1,,3-isopropylmalate dehydratase large subunit,leuC,,SL1344_RS00565,1401,466,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,131079,132170,-,,,,,leuB,,SL1344_RS00570,1092,,old_locus_tag=SL1344_0112
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,131079,132170,-,WP_000042325.1,WP_000042325.1,,3-isopropylmalate dehydrogenase,leuB,,SL1344_RS00570,1092,363,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,132170,133741,-,,,,,,,SL1344_RS00575,1572,,old_locus_tag=SL1344_0113
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,132170,133741,-,WP_000082819.1,WP_000082819.1,,2-isopropylmalate synthase,,,SL1344_RS00575,1572,523,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,133829,133915,-,,,,,,,SL1344_RS00580,87,,old_locus_tag=SL1344_0114
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,133829,133915,-,WP_001575587.1,WP_001575587.1,,leu operon leader peptide,,,SL1344_RS00580,87,28,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,134572,135516,+,,,,,,,SL1344_RS00585,945,,old_locus_tag=SL1344_0115
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,134572,135516,+,WP_001115420.1,WP_001115420.1,,transcriptional regulator,,,SL1344_RS00585,945,314,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,135811,137562,+,,,,,,,SL1344_RS00590,1752,,old_locus_tag=SL1344_0116
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,135811,137562,+,WP_077248241.1,WP_077248241.1,,acetolactate synthase 3 large subunit,,,SL1344_RS00590,1752,583,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,137565,138056,+,,,,,,,SL1344_RS00595,492,,old_locus_tag=SL1344_0117
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,137565,138056,+,WP_001563086.1,WP_001563086.1,,acetolactate synthase small subunit,,,SL1344_RS00595,492,163,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,138340,139344,+,,,,,,,SL1344_RS00600,1005,,old_locus_tag=SL1344_0118
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,138340,139344,+,WP_000762406.1,WP_000762406.1,,catabolite repressor/activator,,,SL1344_RS00600,1005,334,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,139950,140408,+,,,,,,,SL1344_RS00605,459,,old_locus_tag=SL1344_0119
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,139950,140408,+,WP_000488294.1,WP_000488294.1,,division/cell wall cluster transcriptional repressor MraZ,,,SL1344_RS00605,459,152,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,140410,141351,+,,,,,,,SL1344_RS00610,942,,old_locus_tag=SL1344_0120
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,140410,141351,+,WP_000970444.1,WP_000970444.1,,ribosomal RNA small subunit methyltransferase H,,,SL1344_RS00610,942,313,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,141348,141713,+,,,,,,,SL1344_RS00615,366,,old_locus_tag=SL1344_0121
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,141348,141713,+,WP_000625651.1,WP_000625651.1,,cell division protein FtsL,,,SL1344_RS00615,366,121,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,141729,143495,+,,,,,,,SL1344_RS00620,1767,,old_locus_tag=SL1344_0122
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,141729,143495,+,WP_000642235.1,WP_000642235.1,,penicillin-binding protein 3,,,SL1344_RS00620,1767,588,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,143482,144969,+,,,,,,,SL1344_RS00625,1488,,old_locus_tag=SL1344_0123
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,143482,144969,+,WP_000775073.1,WP_000775073.1,,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",,,SL1344_RS00625,1488,495,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,144966,146324,+,,,,,,,SL1344_RS00630,1359,,old_locus_tag=SL1344_0124
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,144966,146324,+,WP_000626630.1,WP_000626630.1,,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,,,SL1344_RS00630,1359,452,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,146318,147400,+,,,,,,,SL1344_RS00635,1083,,old_locus_tag=SL1344_0125
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,146318,147400,+,WP_000964141.1,WP_000964141.1,,phospho-N-acetylmuramoyl-pentapeptide-transferase,,,SL1344_RS00635,1083,360,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,147403,148719,+,,,,,,,SL1344_RS00640,1317,,old_locus_tag=SL1344_0126
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,147403,148719,+,WP_000796445.1,WP_000796445.1,,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,,,SL1344_RS00640,1317,438,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,148719,149963,+,,,,,,,SL1344_RS00645,1245,,old_locus_tag=SL1344_0127
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,148719,149963,+,WP_001239803.1,WP_001239803.1,,cell division protein FtsW,,,SL1344_RS00645,1245,414,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,149960,151027,+,,,,,murG,,SL1344_RS00650,1068,,old_locus_tag=SL1344_0128
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,149960,151027,+,WP_000016613.1,WP_000016613.1,,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,murG,,SL1344_RS00650,1068,355,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,151146,152621,+,,,,,,,SL1344_RS00655,1476,,old_locus_tag=SL1344_0129
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,151146,152621,+,WP_001096070.1,WP_001096070.1,,UDP-N-acetylmuramate--L-alanine ligase,,,SL1344_RS00655,1476,491,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,152614,153534,+,,,,,ddl,,SL1344_RS00660,921,,old_locus_tag=SL1344_0130
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,152614,153534,+,WP_000763905.1,WP_000763905.1,,D-alanine--D-alanine ligase B,ddl,,SL1344_RS00660,921,306,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,153536,154366,+,,,,,,,SL1344_RS00665,831,,old_locus_tag=SL1344_0131
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,153536,154366,+,WP_000075728.1,WP_000075728.1,,cell division protein FtsQ,,,SL1344_RS00665,831,276,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,154363,155625,+,,,,,,,SL1344_RS00670,1263,,old_locus_tag=SL1344_0132
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,154363,155625,+,WP_000588463.1,WP_000588463.1,,cell division protein FtsA,,,SL1344_RS00670,1263,420,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,155686,156837,+,,,,,ftsZ,,SL1344_RS00675,1152,,old_locus_tag=SL1344_0133
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,155686,156837,+,WP_000462785.1,WP_000462785.1,,cell division protein FtsZ,ftsZ,,SL1344_RS00675,1152,383,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,156938,157855,+,,,,,lpxC,,SL1344_RS00680,918,,old_locus_tag=SL1344_0134
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,156938,157855,+,WP_000595487.1,WP_000595487.1,,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,lpxC,,SL1344_RS00680,918,305,
